class_index,review_text
1,can see why people thought I was too hard on `` The Mothman Prophecies ''
1,hollow tribute
0,flick that scalds like acid
2,as it has been with all the films in the series
2,marred only
3,The beauty of Alexander Payne 's ode to the Everyman is in the details .
2,farcical raunch
2,camouflaging
2,without coming close to bowling you over
0,grinds itself out in increasingly incoherent fashion
2,an eccentric and good-naturedly aimless story
0,Bad and baffling from the get-go .
0,I can tell you that there 's no other reason why anyone should bother remembering it .
1,noticeably derivative
2,nine-tenths
1,futile concoction
2,Shiri
2,handheld Blair Witch video-cam footage
2,cool compassion
2,is this movie for
3,popcorn thriller
2,top of a foundering performance
2,historical subject
2,for the walled-off but combustible hustler
2,girl-meets-girl
3,demented in a good way
2,clinch
2,unlimited
2,a few raw nerves
3,of the most important and exhilarating forms of animated filmmaking since old Walt
3,emotionally strong
4,genuine depth
3,\* Corpus and its amiable jerking and reshaping of physical time and space
1,queasy-stomached
2,by sudden shocks
1,'s no energy .
3,the special spark between the characters that made the first film such a delight
2,as cutting
2,Cimarron
2,Bartlett 's
3,'s a solid movie about people whose lives are anything but
1,A mimetic approximation of better films
2,ultimately silly
1,to all of this unpleasantness
2,Like a child with an important message to tell ... -LRB- Skins ' -RRB- faults are easy to forgive because the intentions are lofty . '
2,the acerbic repartee of the play
4,A compelling French psychological drama examining the encounter of an aloof father and his chilly son after 20 years apart
2,throughout the movie
2,gay film
1,the pitfalls of incoherence and redundancy
2,'s over
2,Ichi the Killer ''
2,superficial tensions
2,who ca n't help herself
1,cram too many ingredients into one small pot
2,who does n't know the meaning of the word ` quit
2,Handsome and sincere but slightly awkward in its combination of entertainment and evangelical
1,cartoonish performance
1,even if it may still leave you wanting more answers as the credits
3,re-invents himself
3,'ll laugh
2,has crafted a deceptively casual ode to children and managed to convey a tiny sense of hope
1,little room
3,have carved their own comfortable niche in the world
2,stay there for a couple of hours
2,in wedgie heaven
1,a remake by the numbers
1,its sparse dialogue
1,were all over this `` un-bear-able '' project
2,Myer
2,scorn
0,illness
2,on their own
2,the makers serve up the cliches with considerable dash
4,manage to hit all of its marks
2,gives us ... is a man who uses the damage of war -- far more often than the warfare itself -- to create the kind of art shots that fill gallery shows .
2,in All of Me territory
3,to be engaging
2,his role
2,more casual filmgoers
3,nostalgic
2,day job
2,in for pastel landscapes
2,smugly suggests a superior moral tone is more important than filmmaking skill
3,the power of their surroundings
2,they can work the words `` radical '' or `` suck '' into a sentence
2,But this is not a movie about an inhuman monster ;
2,with the thesis
2,By the end of the movie
3,British children
1,is sorely missing
3,guarantees
4,Roman Polanski may have been born to make
2,bathos and
2,is at once
2,the roots
2,Jiri Menzel 's Closely Watched Trains
2,an urban conflagration
2,Iben Hjelje
2,enigmatic film
2,'ve the patience
2,also
2,a grade-school audience
2,Most haunting about `` Fence ''
2,are ones in formulaic mainstream movies
3,#NOM?
2,has said plenty about how show business has infiltrated every corner of society -- and not always for the better .
1,when her real-life persona is so charmless and vacant
2,fat pain .
2,to watch on video at home
3,a blast
2,of times
0,a painful ride
2,the young and fit
2,real-time roots
3,is the best ` old neighborhood ' project since Christopher Walken kinda romanced Cyndi Lauper in The Opportunists
2,cockeyed
2,achingly real
1,make several runs to the concession stand and\/or restroom and not
0,An extremely unpleasant film .
1,fighting off the urge to doze
3,overwhelmingly
2,Would I see it again
3,A film that 's flawed and brilliant in equal measure .
0,is awful
4,A small movie with a big impact
2,of one 's actions
2,are made of little moments
1,Possibly the most irresponsible picture ever released by a major film studio .
2,do with these characters
2,messianic
2,midnight
2,A few energetic stunt sequences
2,weighs down his capricious fairy-tale with heavy sentiment and lightweight meaning .
4,one of the greatest plays of the last 100 years
1,cracked lunacy
3,white-knuckled
2,'re up
2,volume
2,quibble
2,to fail
3,spicy footnote
1,deny its seriousness and quality
2,contributes
2,a story set at sea
1,profanity and violence
2,the liberal use
2,violent initiation rite
2,3000 Miles
1,I was trying to decide what annoyed me most about God is Great ...
3,nice album
2,to the ballot box
2,thoroughly dislikable study in sociopathy .
1,can overcome bad hair design
2,that should tell you everything you need to know about All the Queen 's Men .
3,-- as well its delightful cast --
2,Jackson
3,Cho continues her exploration of the outer limits of raunch with considerable brio .
3,enjoyable in its own right
2,the song
2,flatulence jokes and
3,find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most
3,real and
3,shines like a lonely beacon
4,found a cult favorite
2,of Star Wars
2,Shadyac and star Kevin Costner
2,Barney videos
2,gleaned from the premise
1,a mess as this one
1,trashy teen-sleaze equivalent
2,on his resume
0,As plain and pedestrian as catsup
2,Christian storylines
3,fine character study
2,of primal storytelling that George Lucas can only dream of
4,combined with stunning animation
4,truly good
1,farce
2,for even one minute
2,do work
3,the greatest natural sportsmen
2,of Pinochet 's victims
1,to skip it
4,carries much of the film with a creepy and dead-on performance
2,a bit more complex
1,so many red herrings
2,genial is the conceit
2,is Serving Sara
1,A rather tired
2,ought
4,'s so much to look at in Metropolis you hate to tear your eyes away from the images long enough to read the subtitles .
3,comedic writing
2,for Paymer as the boss who ultimately expresses empathy for Bartleby 's pain
2,underdog movie
3,addition to Hoffman 's powerful acting clinic
2,a funny little movie with clever dialogue and likeable characters
1,ca n't save it
1,a visual style that incorporates rotoscope animation for no apparent reason except
3,Captivates as it
2,into a sentence
3,the charisma
2,its lavish formalism and
2,scathingly
2,play a handsome blank yearning to find himself
2,flourishes and freak-outs
2,A Bronx Tale
2,CD
2,offer any insightful discourse
2,his words
2,The underworld urban angst is derivative of Martin Scorsese 's Taxi Driver and Goodfellas
2,a stumblebum of a movie
1,visually bland
4,important and exhilarating
2,an unflappable air
1,comes across as lame and sophomoric in this debut indie feature .
1,is n't one true ` Chan moment ' .
2,to be exploring these women 's inner lives
2,derives
2,A case in point : Doug Pray 's Scratch .
2,Reginald Hudlin comedy
4,a smart movie
2,its origins in an Anne Rice novel
2,albeit one
2,taken one of the world 's most fascinating stories
2,his obsessive behavior
2,hoping for something entertaining
3,a fair bit of vampire fun
2,gradually comes to recognize it and deal with it
3,off-beat and fanciful film
2,knowing that
1,misguided comedy
2,Robert Dean Klein
4,always looks good
2,downsizing
1,of typical late-twenty-somethings natter on about nothing
2,studies
3,are idiosyncratic enough to lift the movie above its playwriting 101 premise
3,heart and unsettling subject matter
1,a genre that 's already a joke in the United States .
3,heart-pounding suspense
3,out there !
2,a wry and
2,writer-director
2,so much of the movie
2,susceptible
3,that carries a charge of genuine excitement
1,a flimsy excuse
2,so that it can do even more damage
3,this oddly sweet comedy
2,both children and parents
2,The film will appeal to Discovery Channel fans and will surely widen the perspective of those of us who see the continent through rose-colored glasses .
3,at how hope can breed a certain kind of madness -- and strength
2,since hit-hungry British filmmakers
2,as if the inmates have actually taken over the asylum .
